id,name,artist,cardClass,cost,attack,health,set,type,rarity
CORE_FP1_020,Venger,Zoltan & Gabor,PALADIN,1,,,PLACEHOLDER_202204,SPELL,COMMON
CORE_FP1_022,Implorateur du Vide,Robb Shoberg,WARLOCK,4,3,4,CORE,MINION,COMMON
CORE_FP1_031,Baron Vaillefendre,Ralph Horsley,NEUTRAL,4,1,7,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_GIL_124,Monstre moussu,Jim Nelson,NEUTRAL,6,2,7,PLACEHOLDER_202204,MINION,EPIC
CORE_GIL_191,Cercle diabolique,Ivan Fomin,WARLOCK,3,,,CORE,SPELL,COMMON
CORE_GIL_534,Malfrat des Parias,A. J. Nazzaro,NEUTRAL,3,3,3,CORE,MINION,COMMON
CORE_GIL_547,Darius Crowley,Arthur Bozonnet,WARRIOR,5,4,5,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_GIL_598,Tess Grisetête,J. Axer,ROGUE,7,6,6,CORE,MINION,LEGENDARY
CORE_GIL_600,Zap !,Jason Kang,SHAMAN,0,,,CORE,SPELL,COMMON
CORE_GIL_622,Buveuse de vie,Slawomir Maniak,NEUTRAL,4,3,3,CORE,MINION,RARE
CORE_GIL_650,Maître-chien Shaw,Zoltan Boros,HUNTER,4,3,6,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_GIL_653,Hache de bûcheron,Izzy Hoover,WARRIOR,2,2,,CORE,WEAPON,COMMON
CORE_GIL_663,Pomme du bois Maudit,Vlad Botos,DRUID,1,,,CORE,SPELL,COMMON
CORE_GIL_667,Pommier pourri,Steve Prescott,NEUTRAL,5,4,6,CORE,MINION,COMMON
CORE_GIL_801,Gel intense,Gonzalo Ordonez,MAGE,1,,,CORE,SPELL,COMMON
CORE_GIL_828,Frénésie féroce,Efrem Palacios,HUNTER,4,,,PLACEHOLDER_202204,SPELL,COMMON
CORE_GVG_008,Bombe de lumière,Luca Zontini,PRIEST,6,,,CORE,SPELL,EPIC
CORE_GVG_013,Maître des rouages,Trent Kaniuga,NEUTRAL,1,1,2,PLACEHOLDER_202204,MINION,COMMON
CORE_GVG_021,Mal’Ganis,Wayne Reynolds,WARLOCK,9,9,7,CORE,MINION,LEGENDARY
CORE_GVG_044,Char araignée,Dany Orizio,NEUTRAL,3,3,4,PLACEHOLDER_202204,MINION,COMMON
CORE_GVG_053,Vierge guerrière,Alex Horley Orlandelli,WARRIOR,5,5,5,PLACEHOLDER_202204,MINION,RARE
CORE_GVG_061,Régiment de bataille,Mike Hayes,PALADIN,3,,,CORE,SPELL,RARE
CORE_GVG_076,Mouton explosif,Ralph Horsley,NEUTRAL,2,1,1,CORE,MINION,COMMON
CORE_GVG_085,Ennuy-o-tron,Matt Dixon,NEUTRAL,2,1,2,CORE,MINION,COMMON
CORE_GVG_109,Mini-mage,Ben Olson,NEUTRAL,3,3,1,PLACEHOLDER_202204,MINION,EPIC
CORE_GVG_110,Dr Boum,Alex Garner,NEUTRAL,7,7,7,CORE,MINION,LEGENDARY
CORE_GVG_121,Géant mécanique,Dan Scott,NEUTRAL,12,8,8,PLACEHOLDER_202204,MINION,EPIC
CORE_ICC_018,Flibustière fantôme,James Ryman,NEUTRAL,4,3,3,,MINION,RARE
CORE_ICC_019,Squelettomancien,Matt Dixon,NEUTRAL,5,2,2,,MINION,COMMON
CORE_ICC_021,Déflagroptère boursouflé,Dany Orizio,HUNTER,4,2,1,,MINION,RARE
CORE_ICC_023,Pingouin glisseneige,Matt Dixon,NEUTRAL,0,1,1,CORE,MINION,COMMON
CORE_ICC_025,Vaurien cliquetant,Peter Stapleton,NEUTRAL,4,2,2,,MINION,EPIC
CORE_ICC_026,Nécromancienne sinistre,Dave Allsop,NEUTRAL,4,2,4,CORE,MINION,COMMON
CORE_ICC_027,Drake d’os,Peter Stapleton,NEUTRAL,6,6,5,,MINION,RARE
CORE_ICC_028,Val’kyr solnée,Hideaki Takamura,NEUTRAL,5,5,4,,MINION,COMMON
CORE_ICC_029,Plaiedécaille cobalt,Jim Nelson,NEUTRAL,5,5,5,PLACEHOLDER_202204,MINION,COMMON
CORE_ICC_031,Hurleur nocturne,Nicola Saviori,NEUTRAL,4,3,4,,MINION,COMMON
CORE_ICC_032,Venimancien,James Ryman,NEUTRAL,5,2,5,,MINION,COMMON
CORE_ICC_034,Croisé arrogant,Anton Zemskov,PALADIN,4,5,2,,MINION,RARE
CORE_ICC_038,Protectrice vertueuse,Evgeniy Dlinnov,PALADIN,1,1,1,CORE,MINION,COMMON
CORE_ICC_039,Sombre conviction,Arthur Gimaldinov,PALADIN,2,,,,SPELL,COMMON
CORE_ICC_041,Profanation,Dave Allsop,WARLOCK,2,,,CORE,SPELL,RARE
CORE_ICC_047,Tisse-destin,Dan Scott,DRUID,5,5,3,,MINION,EPIC
CORE_ICC_049,Flèche toxique,Zoltan Boros,HUNTER,2,,,,SPELL,EPIC
CORE_ICC_050,Tisse-toile,Matt Dixon,DRUID,5,,,,SPELL,COMMON
CORE_ICC_051,Druidesse de l’essaim,Zoltan Boros,DRUID,2,1,2,,MINION,RARE
CORE_ICC_052,Fais le mort,Peter Stapleton,HUNTER,1,,,,SPELL,COMMON
CORE_ICC_054,Plaie envahissante,Alex Alexandrov,DRUID,6,,,,SPELL,RARE
CORE_ICC_055,Drain d’âme,Kerem Beyit,WARLOCK,2,,,CORE,SPELL,COMMON
CORE_ICC_056,Cryostase,A. J. Nazzaro,SHAMAN,2,,,,SPELL,EPIC
CORE_ICC_058,Brrrloc,Jaemin Kim,SHAMAN,2,2,2,,MINION,COMMON
CORE_ICC_062,Armure piton-de-feu,Ian Ameling,WARRIOR,3,4,3,,MINION,RARE
CORE_ICC_064,Lame de sang,Joe Wilson,WARRIOR,4,2,,,WEAPON,COMMON
CORE_ICC_065,Baron des os,Brian Despain,ROGUE,5,5,5,,MINION,COMMON
CORE_ICC_067,Vrygoule,Jim Nelson,NEUTRAL,3,3,1,,MINION,COMMON
CORE_ICC_068,Marche-glace,James Ryman,MAGE,2,1,3,,MINION,RARE
CORE_ICC_069,Adjuratrice spectrale,Paul Mafayon,MAGE,4,2,6,,MINION,RARE
CORE_ICC_071,Deuil de la Lumière,Ben Thompson,PALADIN,4,1,,,WEAPON,EPIC
CORE_ICC_075,Seigneur de l’effroi abject,Konstantin Turovec,WARLOCK,5,4,5,,MINION,RARE
CORE_ICC_078,Avalanche,Zoltan Boros,SHAMAN,4,,,,SPELL,RARE
CORE_ICC_079,Grognement,Phil Saunders,DRUID,3,,,,SPELL,COMMON
CORE_ICC_081,Défenseur drakkari,Luca Zontini,SHAMAN,3,2,8,,MINION,COMMON
CORE_ICC_082,Clone de glace,Mike Sass,MAGE,3,,,,SPELL,COMMON
CORE_ICC_083,Apprentie damnée,Alex Horley Orlandelli,MAGE,3,3,2,,MINION,RARE
CORE_ICC_085,Fléau ultime,Slawomir Maniak,DRUID,10,,,,SPELL,EPIC
CORE_ICC_086,Mystères glacés,Evgeniy Dlinnov,MAGE,8,,,,SPELL,EPIC
CORE_ICC_088,Maléficieuse vaudou,Sean McNally,SHAMAN,5,2,7,,MINION,RARE
CORE_ICC_089,Pêche sur glace,Jaemin Kim,SHAMAN,2,,,,SPELL,COMMON
CORE_ICC_090,Géant fureur-des-neiges,Steve Prescott,SHAMAN,11,8,8,,MINION,EPIC
CORE_ICC_091,Main du mort,L. Lullabi & K. Turovec,WARRIOR,2,,,,SPELL,EPIC
CORE_ICC_092,Vétéran d’Acherus,Luke Mancini,NEUTRAL,1,2,1,,MINION,COMMON
CORE_ICC_093,Pêcheur rohart,Matt Dixon,NEUTRAL,2,2,3,,MINION,COMMON
CORE_ICC_094,Clerc du Soleil déchu,J. Axer,NEUTRAL,2,2,1,,MINION,COMMON
CORE_ICC_096,Colosse de la fournaise,Steve Prescott,NEUTRAL,6,6,6,,MINION,EPIC
CORE_ICC_097,Fléau des tombes,Phil Saunders,NEUTRAL,4,4,4,,MINION,COMMON
CORE_ICC_098,Rôdeur des tombes,Arthur Bozonnet,NEUTRAL,5,5,3,,MINION,EPIC
CORE_ICC_099,Abomination tic-taquante,Mike Sass,NEUTRAL,4,5,6,,MINION,RARE
CORE_ICC_200,Piège frappe-venin,Dave Allsop,HUNTER,2,,,,SPELL,RARE
CORE_ICC_201,Jet d’osselets,Zoltan Boros,ROGUE,2,,,,SPELL,RARE
CORE_ICC_204,Professeur Putricide,Mike Sass,HUNTER,4,5,4,,MINION,LEGENDARY
CORE_ICC_206,Traîtrise,Jim Nelson,WARLOCK,3,,,,SPELL,EPIC
CORE_ICC_207,Dévoration mentale,Paul Kwon,PRIEST,5,,,,SPELL,RARE
CORE_ICC_210,Ascendante de l’ombre,Paul Kwon,PRIEST,2,2,3,CORE,MINION,COMMON
CORE_ICC_212,Acolyte de l’agonie,Brom,PRIEST,3,3,3,,MINION,COMMON
CORE_ICC_213,Servitude éternelle,Zoltan Boros,PRIEST,4,,,,SPELL,RARE
CORE_ICC_214,Statue d’obsidienne,A. J. Nazzaro,PRIEST,9,4,8,,MINION,EPIC
CORE_ICC_215,Archevêque Benedictus,Evgeniy Dlinnov,PRIEST,7,4,6,,MINION,LEGENDARY
CORE_ICC_218,Démon hurleur,Konstantin Turovec,WARLOCK,3,3,6,,MINION,COMMON
CORE_ICC_220,Chevalier mortécaille,Rafael Zanchetin,NEUTRAL,1,1,1,,MINION,COMMON
CORE_ICC_221,Poison sangsue,Ben Thompson,ROGUE,1,,,,SPELL,COMMON
CORE_ICC_233,Boomerang damné,L. Lullabi & K. Turovec,ROGUE,1,,,,SPELL,EPIC
CORE_ICC_235,Essence d’ombre,Matt Dixon,PRIEST,7,,,,SPELL,RARE
CORE_ICC_236,Brise-glace,Konstantin Turovec,SHAMAN,3,1,,,WEAPON,RARE
CORE_ICC_238,Berserker animé,Konstantin Turovec,WARRIOR,1,1,3,,MINION,COMMON
CORE_ICC_240,Hanteur de la runeforge,Slawomir Maniak,ROGUE,4,5,3,,MINION,RARE
CORE_ICC_243,Veuve nécrophage,Dave Allsop,HUNTER,5,4,6,,MINION,RARE
CORE_ICC_244,Résistance désespérée,Grace Liu,PALADIN,2,,,,SPELL,RARE
CORE_ICC_245,Garde noir,James Ryman,PALADIN,6,3,9,,MINION,EPIC
CORE_ICC_252,Âmefroide,Andrew Hou,MAGE,3,3,4,,MINION,COMMON
CORE_ICC_257,Résurrecteur,Jim Nelson,NEUTRAL,5,3,3,,MINION,RARE
CORE_ICC_281,Forge des Âmes,Daria Tuzova,WARRIOR,2,,,,SPELL,COMMON
CORE_ICC_289,Moorabi,Mike Azevedo,SHAMAN,6,4,4,,MINION,LEGENDARY
CORE_ICC_314,Le roi-liche,Glenn Rane,NEUTRAL,8,8,8,,MINION,LEGENDARY
CORE_ICC_405,Trognepus,Anton Zemskov,WARRIOR,8,4,6,,MINION,LEGENDARY
CORE_ICC_407,Gnomeferatu,Matt Dixon,WARLOCK,2,2,3,,MINION,EPIC
CORE_ICC_408,Brigue-âme val’kyr,Hideaki Takamura,WARRIOR,3,1,4,,MINION,RARE
CORE_ICC_415,Pisteur recousu,Steve Prescott,HUNTER,3,2,2,,MINION,COMMON
CORE_ICC_419,Ours-requin,Max Grecke,HUNTER,3,4,3,,MINION,COMMON
CORE_ICC_450,Revenant d’outre-tombe,Konstantin Turovec,WARRIOR,5,3,3,,MINION,RARE
CORE_ICC_466,Enchaînés de saronite,Daren Bader,NEUTRAL,4,2,3,,MINION,RARE
CORE_ICC_467,Nécroratrice,Luca Zontini,NEUTRAL,3,2,4,,MINION,COMMON
CORE_ICC_468,Laboureur maudit,J. Axer,NEUTRAL,1,1,1,,MINION,COMMON
CORE_ICC_469,Sacrifice nécessaire,Tyler Walpole,WARLOCK,3,,,,SPELL,RARE
CORE_ICC_481,Thrall le mort-voyant,Jerry Mascho,SHAMAN,5,,30,,HERO,LEGENDARY
CORE_ICC_700,Goule joyeuse,Matt Dixon,NEUTRAL,3,3,3,,MINION,RARE
CORE_ICC_701,Geist rôdeur,Dany Orizio,NEUTRAL,6,4,6,,MINION,EPIC
CORE_ICC_702,Fossoyeuse futile,Izzy Hoover,NEUTRAL,3,3,1,,MINION,RARE
CORE_ICC_705,Palefroi d’os,Ralph Horsley,NEUTRAL,7,5,5,,MINION,COMMON
CORE_ICC_706,Détrameur nérubien,Lars Grant-West,NEUTRAL,6,5,5,,MINION,EPIC
CORE_ICC_801,Commandant hurlant,Mike Azevedo,PALADIN,3,2,2,,MINION,RARE
CORE_ICC_802,Fouet spirituel,Zoltan Boros,PRIEST,2,,,,SPELL,COMMON
CORE_ICC_807,Pillard dure-écaille,James Ryman,DRUID,4,2,3,,MINION,RARE
CORE_ICC_808,Seigneur des cryptes,Konstantin Turovec,DRUID,3,1,6,,MINION,COMMON
CORE_ICC_809,Scientifique de la peste,Dave Allsop,ROGUE,3,2,3,PLACEHOLDER_202204,MINION,COMMON
CORE_ICC_810,Punisseur hachemort,Luca Zontini,NEUTRAL,4,3,3,,MINION,EPIC
CORE_ICC_811,Lilian Voss,Gonzalo Ordonez,ROGUE,4,4,5,,MINION,LEGENDARY
CORE_ICC_812,Chariot à viande,Rafael Zanchetin,NEUTRAL,4,1,4,,MINION,EPIC
CORE_ICC_820,Champion frisselame,Kevin Chen,PALADIN,4,3,2,,MINION,COMMON
CORE_ICC_823,Simulacre,Raymond Swanland,MAGE,3,,,,SPELL,EPIC
CORE_ICC_825,Archer abominable,L. Lullabi & K. Turovec,HUNTER,7,6,7,,MINION,EPIC
CORE_ICC_827,Valeera l’Exsangue,James Ryman,ROGUE,9,,30,,HERO,LEGENDARY
CORE_ICC_828,Rexxar le nécrotraqueur,Jomaro Kindred,HUNTER,6,,30,,HERO,LEGENDARY
CORE_ICC_829,Uther de la Lame d’ébène,James Ryman,PALADIN,9,,30,,HERO,LEGENDARY
CORE_ICC_830,Anduin le faucheur noir,Wayne Reynolds,PRIEST,8,,30,,HERO,LEGENDARY
CORE_ICC_831,Gul’dan le saccage-sang,Alex Horley Orlandelli,WARLOCK,10,,30,,HERO,LEGENDARY
CORE_ICC_832,Malfurion le Putride,Alex Horley Orlandelli,DRUID,7,,30,,HERO,LEGENDARY
CORE_ICC_833,Jaina liche de givre,Glenn Rane,MAGE,9,,30,,HERO,LEGENDARY
CORE_ICC_834,Garrosh seigneur du Fléau,Greg Staples,WARRIOR,8,,30,,HERO,LEGENDARY
CORE_ICC_835,Hadronox,Zoltan Boros,DRUID,9,3,7,,MINION,LEGENDARY
CORE_ICC_836,Souffle de Sindragosa,Eric Braddock,MAGE,1,,,,SPELL,COMMON
CORE_ICC_837,Venez vous battre !,Mike Azevedo,WARRIOR,2,,,,SPELL,EPIC
CORE_ICC_838,Sindragosa,Alex Horley Orlandelli,MAGE,8,8,8,,MINION,LEGENDARY
CORE_ICC_841,Reine de sang Lana’thel,Greg Staples,WARLOCK,5,1,6,,MINION,LEGENDARY
CORE_ICC_849,Étreinte ténébreuse,A. J. Nazzaro,PRIEST,6,,,,SPELL,EPIC
CORE_ICC_850,Lame-de-l’ombre,Matthew O'Connor,ROGUE,3,3,,,WEAPON,RARE
CORE_ICC_851,Prince Keleseth,Vladimir Kafanov,NEUTRAL,2,2,2,,MINION,LEGENDARY
CORE_ICC_852,Prince Taldaram,Arthur Gimaldinov,NEUTRAL,3,3,3,,MINION,LEGENDARY
CORE_ICC_853,Prince Valanar,Arthur Bozonnet,NEUTRAL,4,4,4,,MINION,LEGENDARY
CORE_ICC_854,Arfus,Zoltan Boros,NEUTRAL,4,2,2,,MINION,LEGENDARY
CORE_ICC_855,Coursegivre hyldnir,Marcelo Vignali,NEUTRAL,3,4,4,,MINION,COMMON
CORE_ICC_856,Tisse-sort,Jaemin Kim,NEUTRAL,6,4,4,,MINION,COMMON
CORE_ICC_858,Bolvar sang-de-feu,Tooth,PALADIN,5,1,7,,MINION,LEGENDARY
CORE_ICC_900,Geist nécrotique,Ian Ameling,NEUTRAL,6,5,3,,MINION,COMMON
CORE_ICC_901,Enchanteresse drakkari,Steve Prescott,NEUTRAL,3,1,5,,MINION,EPIC
CORE_ICC_902,Brise-esprit,Chris Rahn,NEUTRAL,3,2,5,,MINION,RARE
CORE_ICC_903,Fêtard sanguin,Arthur Bozonnet,WARLOCK,1,1,1,,MINION,COMMON
CORE_ICC_904,Squelette malfaisant,Nicola Saviori,NEUTRAL,4,1,1,,MINION,COMMON
CORE_ICC_905,Ver de sang,Arthur Bozonnet,NEUTRAL,5,4,4,,MINION,COMMON
CORE_ICC_910,Pilleuse spectrale,Sam Nielson,ROGUE,6,5,5,,MINION,EPIC
CORE_ICC_911,Banshee plaintive,Jesper Ejsing,NEUTRAL,4,5,5,,MINION,RARE
CORE_ICC_912,Capte-talents,James Ryman,NEUTRAL,4,3,3,,MINION,EPIC
CORE_ICC_913,Zélote impure,Jesper Ejsing,NEUTRAL,2,1,1,,MINION,COMMON
CORE_KAR_004,Surprise du chef,Mike Sass,HUNTER,2,,,CORE,SPELL,RARE
CORE_KAR_006,Chasseresse capuchonnée,Arthur Bozonnet,HUNTER,3,3,4,PLACEHOLDER_202204,MINION,COMMON
CORE_KAR_009,Grimoire bavard,A. J. Nazzaro,MAGE,1,1,2,CORE,MINION,RARE
CORE_KAR_036,Anomalie arcanique,Alex Alexandrov,NEUTRAL,1,2,1,PLACEHOLDER_202204,MINION,COMMON
CORE_KAR_065,Gardienne de la Ménagerie,Alex Horley Orlandelli,DRUID,5,5,4,PLACEHOLDER_202204,MINION,COMMON
CORE_KAR_069,Fieffé forban,Zoltan Boros,ROGUE,1,1,2,CORE,MINION,COMMON
CORE_KAR_073,Portail du Maelström,Daria Tuzova,SHAMAN,2,,,PLACEHOLDER_202204,SPELL,RARE
CORE_KAR_076,Portail des terres de Feu,Gustav Schmidt,MAGE,7,,,CORE,SPELL,COMMON
CORE_KAR_300,Corbeau enchanté,Daria Tuzova,DRUID,1,2,2,PLACEHOLDER_202204,MINION,COMMON
CORE_LOE_003,Adjurateur éthérien,Ben Zhang,MAGE,5,6,4,PLACEHOLDER_202204,MINION,COMMON
CORE_LOE_011,Reno Jackson,Tyson Murphy,NEUTRAL,6,4,6,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_LOE_012,Pilleur de tombes,Dave Allsop,ROGUE,4,6,4,PLACEHOLDER_202204,MINION,COMMON
CORE_LOE_039,Gorillobot A-3,Skan Srisuwan,NEUTRAL,3,3,4,CORE,MINION,COMMON
CORE_LOE_050,Raptor de monte,Ben Zhang,DRUID,3,3,2,PLACEHOLDER_202204,MINION,COMMON
CORE_LOE_076,Sir Finley Mrrgglton,Matt Dixon,NEUTRAL,1,1,3,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_LOE_077,Brann Barbe-de-Bronze,Sam Nielson,NEUTRAL,3,2,4,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_LOE_079,Élise Cherchétoile,Luke Mancini,NEUTRAL,4,3,5,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_LOEA10_3,Murloc mini-aileron,Oliver Chipping,NEUTRAL,0,1,1,PLACEHOLDER_202204,MINION,COMMON
CORE_LOOT_079,Monstre errant,Trent Kaniuga & James Martin,HUNTER,2,,,CORE,SPELL,RARE
CORE_LOOT_101,Runes explosives,Matt Dixon,MAGE,3,,,CORE,SPELL,RARE
CORE_LOOT_124,Champion solitaire,Jomaro Kindred,NEUTRAL,3,2,4,PLACEHOLDER_202204,MINION,RARE
CORE_LOOT_125,Basilic peau de pierre,Julian Del Rey,NEUTRAL,3,1,1,PLACEHOLDER_202204,MINION,COMMON
CORE_LOOT_137,Dragon assoupi,Sean McNally,NEUTRAL,9,4,12,CORE,MINION,COMMON
CORE_LOOT_204,Trompe-la-mort,Alex Horley Orlandelli,ROGUE,2,,,CORE,SPELL,COMMON
CORE_LOOT_211,Ménestrel elfe,Wayne Wu,ROGUE,4,3,3,CORE,MINION,RARE
CORE_LOOT_222,Cire-à-l’arc,Anton Kagounkin,HUNTER,1,1,,CORE,WEAPON,COMMON
CORE_LOOT_231,Artificier des Arcanes,Arthur Gimaldinov,MAGE,1,1,3,CORE,MINION,COMMON
CORE_LOOT_413,Scarabée cuirassé,Ian Ameling,NEUTRAL,2,2,3,CORE,MINION,COMMON
CORE_LOOT_516,Zola la gorgone,Sean McNally,NEUTRAL,3,2,2,CORE,MINION,LEGENDARY
CORE_NEW1_008,Ancien du savoir,Patrik Hjelm,DRUID,7,7,7,CORE,MINION,EPIC
CORE_NEW1_010,"Al’Akir, seigneur des Vents",Raymond Swanland,SHAMAN,8,3,6,CORE,MINION,LEGENDARY
CORE_NEW1_018,Mousse de la Voile sanglante,Jim Nelson,NEUTRAL,2,2,3,CORE,MINION,COMMON
CORE_NEW1_020,Pyromancien sauvage,Alex Horley Orlandelli,NEUTRAL,2,3,2,CORE,MINION,RARE
CORE_NEW1_021,Auspice funeste,Alex Horley Orlandelli,NEUTRAL,2,0,7,CORE,MINION,EPIC
CORE_NEW1_022,Corsaire de l’effroi,Trent Kaniuga,NEUTRAL,4,3,3,CORE,MINION,COMMON
CORE_NEW1_023,Dragon féerique,Samwise,NEUTRAL,2,3,2,CORE,MINION,COMMON
CORE_NEW1_026,Enseignante pourpre,James Ryman,NEUTRAL,4,3,5,PLACEHOLDER_202204,MINION,RARE
CORE_NEW1_027,Capitaine des mers du Sud,Ken Steacy,NEUTRAL,3,3,3,CORE,MINION,EPIC
CORE_NEW1_031,Compagnon animal,Wei Wang,HUNTER,3,,,CORE,SPELL,COMMON
CORE_OG_028,Chose venue d’en bas,Slawomir Maniak,SHAMAN,6,5,5,CORE,MINION,RARE
CORE_OG_044,Fandral Forteramure,Anton Zemskov,DRUID,4,3,5,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_OG_047,Rage farouche,Alex Alexandrov,DRUID,3,,,CORE,SPELL,COMMON
CORE_OG_070,Sectateur de la Lame,Jakub Kasper,ROGUE,1,1,2,PLACEHOLDER_202204,MINION,COMMON
CORE_OG_109,Archiviste de Sombre-Comté,Rafael Zanchetin,WARLOCK,2,3,2,PLACEHOLDER_202204,MINION,RARE
CORE_OG_218,Brave Sabot-de-Sang,Paul Mafayon,WARRIOR,4,2,6,PLACEHOLDER_202204,MINION,COMMON
CORE_OG_229,"Ragnaros, porteur de Lumière",James Ryman,PALADIN,8,8,8,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_OG_241,Villageois possédé,Matt Dixon,WARLOCK,1,1,1,PLACEHOLDER_202204,MINION,COMMON
CORE_OG_254,Mange-secrets,Dan Scott,NEUTRAL,4,2,4,CORE,MINION,RARE
CORE_OG_273,Résister aux ténèbres,Ralph Horsley,PALADIN,4,,,CORE,SPELL,COMMON
CORE_ONY_024,Drake onyxien,Mauricio Herrera,WARRIOR,4,4,5,PLACEHOLDER_202204,MINION,COMMON
CORE_SCH_312,Guide,Matt Dixon,NEUTRAL,1,1,1,CORE,MINION,COMMON
CORE_SCH_706,Plagiat,Matt Dixon,ROGUE,2,,,CORE,SPELL,COMMON
CORE_SCH_713,Néophyte du Culte,Matt Dixon,NEUTRAL,2,3,2,CORE,MINION,RARE
CORE_SW_066,Bibliothécaire royal,Jun Yan & Zhefei Hou,NEUTRAL,4,4,4,CORE,MINION,COMMON
CORE_SW_072,Vipère rongerouille,Zhefei Hou,NEUTRAL,3,3,4,CORE,MINION,COMMON
CORE_SW_094,Plaques lourdes,Matt Dixon,WARRIOR,3,,,CORE,SPELL,COMMON
CORE_SW_107,Tout doit disparaître,L. Lullabi & A. Bozonnet,MAGE,4,,,CORE,SPELL,COMMON
CORE_SW_114,À découvert,Wayne Wu,SHAMAN,1,,,CORE,SPELL,EPIC
CORE_SW_429,Compagnons cuirassés,Melvin Chan,DRUID,6,,,PLACEHOLDER_202204,SPELL,COMMON
CORE_SW_441,Éclat des Naaru,Vlad Botos,PRIEST,1,,,CORE,SPELL,COMMON
CORE_SW_448,Sombre évêque Benedictus,James Ryman,PRIEST,5,5,6,CORE,MINION,LEGENDARY
CORE_TRL_111,Hache du chasseur de têtes,Akkapoj T.,HUNTER,2,2,,PLACEHOLDER_202204,WEAPON,COMMON
CORE_TRL_243,Traquenard,Rudy Siswanto,DRUID,0,,,CORE,SPELL,COMMON
CORE_TRL_252,Grande prêtresse Jeklik,James Ryman,WARLOCK,4,3,5,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_TRL_307,Éclair lumineux,Zoltan Boros,PALADIN,2,,,CORE,SPELL,COMMON
CORE_TRL_315,Pyromane,Matt Dixon,MAGE,3,3,4,PLACEHOLDER_202204,MINION,RARE
CORE_TRL_345,"Krag’wa, la grenouille",Konstantin Turovec,SHAMAN,6,4,6,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_TRL_348,Preste-patte,Vladimir Kafanov,HUNTER,1,1,1,PLACEHOLDER_202204,MINION,COMMON
CORE_tt_004,Goule mangeuse de chair,Alex Horley Orlandelli,NEUTRAL,3,3,3,PLACEHOLDER_202204,MINION,COMMON
CORE_ULD_191,Acolyte radieuse,Rafael Zanchetin,NEUTRAL,1,1,2,CORE,MINION,COMMON
CORE_ULD_195,Larbin effrayé,Matt Dixon,WARRIOR,2,2,3,CORE,MINION,COMMON
CORE_ULD_209,Vaurienne vulpérine,Ivan Fomin,NEUTRAL,3,2,3,CORE,MINION,EPIC
CORE_ULD_258,Armaglyptodon,Jaemin Kim,WARRIOR,6,4,8,CORE,MINION,LEGENDARY
CORE_ULD_271,Tol’vir blessé,L. Lullabi & K. Turovec,NEUTRAL,2,2,6,CORE,MINION,COMMON
CORE_ULD_707,Plaie de la colère,Ludo Lullabi,WARRIOR,5,,,PLACEHOLDER_202204,SPELL,RARE
CORE_ULD_723,Murmie,Matt Dixon,NEUTRAL,1,1,1,CORE,MINION,COMMON
CORE_UNG_018,Geyser de flammes,Chris Seaman,MAGE,1,,,CORE,SPELL,COMMON
CORE_UNG_020,Arcanologue,Eva Widermann,MAGE,2,2,3,CORE,MINION,COMMON
CORE_UNG_034,Élémentaire radieux,A. J. Nazzaro,PRIEST,2,2,3,PLACEHOLDER_202204,MINION,COMMON
CORE_UNG_108,Écailles terrestres,Mike Azevedo,DRUID,2,,,PLACEHOLDER_202204,SPELL,RARE
CORE_UNG_205,Éclat glaciaire,Paul Mafayon,NEUTRAL,1,2,1,CORE,MINION,COMMON
CORE_UNG_813,Guette-tempête,Arthur Gimaldinov,NEUTRAL,7,4,8,PLACEHOLDER_202204,MINION,COMMON
CORE_UNG_817,Vague de marée,Max Grecke,SHAMAN,3,,,PLACEHOLDER_202204,SPELL,COMMON
CORE_UNG_833,Gangrechien lakkari,Dave Allsop,WARLOCK,4,3,8,CORE,MINION,COMMON
CORE_UNG_844,Tranchefeuille monstrueux,Tooth,NEUTRAL,3,4,8,CORE,MINION,RARE
CORE_UNG_848,Drake primordial,Mike Sass,NEUTRAL,8,4,8,CORE,MINION,EPIC
CORE_UNG_912,Ara orné de joyaux,James Ryman,HUNTER,1,1,2,CORE,MINION,COMMON
CORE_UNG_928,Rampeur du goudron,Jim Nelson,NEUTRAL,3,1,5,CORE,MINION,COMMON
CORE_UNG_963,"Lyra, l’éclat du soleil",Phil Saunders,PRIEST,4,3,5,PLACEHOLDER_202204,MINION,LEGENDARY
CORE_YOD_006,Sabre-de-mana en fuite,Gabe Gonzalez,NEUTRAL,4,3,5,PLACEHOLDER_202204,MINION,EPIC
CORE_YOP_001,Études illidari,MAR Studio,DEMONHUNTER,1,,,CORE,SPELL,COMMON
CORE_YOP_032,Vendeuse d’armures,Maria Trepalina,NEUTRAL,1,1,3,CORE,MINION,RARE
CS1_042,Soldat de Comté-de-l’Or,Donato Giancola,NEUTRAL,1,1,2,LEGACY,MINION,FREE
