artist,cardClass,cost,attack,health,set,type,rarity,is_SECRET,is_HEROPOWER_DAMAGE,is_RECEIVES_DOUBLE_SPELLDAMAGE_BONUS,is_INSPIRE,is_BATTLECRY,is_DEATHRATTLE,is_OVERHEAL,is_TRIGGER_VISUAL,is_InvisibleDeathrattle,is_COMBO,is_CHOOSE_ONE,is_AURA,is_OVERLOAD,is_CHARGE,is_DIVINE_SHIELD,is_FORGETFUL,is_SPELLPOWER,is_STEALTH,is_TAUNT,is_CANT_ATTACK,is_TOPDECK,is_DISCOVER,is_HONORABLEKILL,is_RUSH,is_WINDFURY,is_ImmuneToSpellpower,is_FRENZY,is_POISONOUS,is_LIFESTEAL,is_OUTCAST,is_MAGNETIC,is_AFFECTED_BY_SPELL_POWER,is_CANT_BE_TARGETED_BY_SPELLS,is_CANT_BE_TARGETED_BY_HERO_POWERS,is_GEARS,is_FINISH_ATTACK_SPELL_ON_DAMAGE,is_ECHO,is_FREEZE,is_GRIMY_GOONS,is_KABAL,is_JADE_GOLEM,is_JADE_LOTUS,is_TRADEABLE,is_ADJACENT_BUFF,is_ENRAGED,is_DEATH_KNIGHT,is_REBORN,is_START_OF_GAME,is_TWINSPELL,is_MULTIPLY_BUFF_VALUE,is_CORRUPT,is_SIDEQUEST,is_SILENCE,is_COLLECTIONMANAGER_FILTER_MANA_EVEN,is_COLLECTIONMANAGER_FILTER_MANA_ODD,is_INFUSE,is_MANATHIRST,is_DREDGE,is_COLOSSAL,is_SPELLBURST,is_OVERKILL,is_FORGE,is_TITAN,is_QUEST,is_EXCAVATE,is_QUICKDRAW
Peter Stapleton,NEUTRAL,7.0,6.0,6.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean McNally,NEUTRAL,3.0,2.0,2.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantin Turovec,NEUTRAL,5.0,4.0,4.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantin Porubov,NEUTRAL,3.0,4.0,4.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Kasper,NEUTRAL,3.0,0.0,5.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrik Bjorkstrom,HUNTER,2.0,1.0,5.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ware Lee,HUNTER,8.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,EPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan Boros,HUNTER,7.0,8.0,5.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E. Li & A. Zemskov,HUNTER,3.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauricio Herrera,HUNTER,5.0,5.0,5.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir Kafanov,HUNTER,4.0,2.0,-1.0,DARKMOON_FAIRE,WEAPON,LEGENDARY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Fomin,HUNTER,6.0,4.0,4.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan Boros,HUNTER,2.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,EPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantin Turovec,NEUTRAL,2.0,2.0,1.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anton Zemskov,MAGE,2.0,3.0,2.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantin Turovec,MAGE,5.0,3.0,5.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Cheung & A. Bozonnet,MAGE,2.0,2.0,3.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ware Lee,MAGE,7.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E. Li & K. Turovec,MAGE,8.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Dixon,MAGE,4.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Trepalina,MAGE,4.0,4.0,4.0,DARKMOON_FAIRE,MINION,EPIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Cheung & K. Turovec,MAGE,3.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,EPIC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Fomin,MAGE,2.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,LEGENDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Fomin,MAGE,6.0,5.0,5.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Cheung & K. Turovec,WARLOCK,4.0,4.0,3.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. Lullabi & A. Bozonnet,WARLOCK,3.0,3.0,4.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan Boros,WARLOCK,3.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Fomin,WARLOCK,2.0,1.0,5.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheng Hao,WARLOCK,3.0,3.0,3.0,DARKMOON_FAIRE,MINION,EPIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Gimaldinov,PRIEST,4.0,4.0,4.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L. Lullabi & K. Turovec,WARLOCK,4.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,EPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ryman,WARLOCK,6.0,8.0,8.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E. Li & K. Turovec,WARLOCK,1.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slawomir Maniak,PRIEST,3.0,2.0,5.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Kasper,PRIEST,5.0,3.0,3.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Fomin,HUNTER,1.0,1.0,1.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Bozonnet,HUNTER,2.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,COMMON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Allsop,NEUTRAL,2.0,2.0,2.0,DARKMOON_FAIRE,MINION,EPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Bozonnet,NEUTRAL,1.0,1.0,3.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Sass,NEUTRAL,9.0,4.0,4.0,DARKMOON_FAIRE,MINION,EPIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Bozonnet,NEUTRAL,4.0,3.0,4.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Fomin,PRIEST,3.0,4.0,3.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrest Imel,PRIEST,4.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan Boros,PRIEST,3.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Horley Orlandelli,NEUTRAL,10.0,10.0,10.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Dixon,NEUTRAL,2.0,1.0,2.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Bozonnet,NEUTRAL,4.0,3.0,5.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Ameling,NEUTRAL,2.0,3.0,2.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Bozonnet,PALADIN,2.0,2.0,3.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Bozonnet,PALADIN,2.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauricio Herrera,NEUTRAL,5.0,3.0,2.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K. Lashley & K. Turovec,DEMONHUNTER,3.0,3.0,4.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slawomir Maniak,DEMONHUNTER,3.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K. Lashley & K. Turovec,DEMONHUNTER,1.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan Boros,DEMONHUNTER,2.0,2.0,3.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Dixon,DEMONHUNTER,4.0,3.0,3.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hideaki Takamura,DEMONHUNTER,7.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,EPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt O'Connor,DEMONHUNTER,1.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ryman,DEMONHUNTER,6.0,6.0,6.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Blackwell,DEMONHUNTER,3.0,3.0,-1.0,DARKMOON_FAIRE,WEAPON,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Gimaldinov,DEMONHUNTER,3.0,4.0,1.0,DARKMOON_FAIRE,MINION,EPIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ryman,DEMONHUNTER,4.0,2.0,6.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Nazzaro,DEMONHUNTER,5.0,5.0,3.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrest Imel,PALADIN,4.0,3.0,5.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Wu,PALADIN,1.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,EPIC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Sass,PALADIN,3.0,3.0,2.0,DARKMOON_FAIRE,MINION,RARE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARIYA,PALADIN,6.0,3.0,-1.0,DARKMOON_FAIRE,WEAPON,EPIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ryman,PALADIN,5.0,5.0,5.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phroilan Gardner,PALADIN,8.0,7.0,5.0,DARKMOON_FAIRE,MINION,LEGENDARY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Zanchetin,PALADIN,3.0,-1.0,-1.0,DARKMOON_FAIRE,SPELL,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan Boros,DEMONHUNTER,3.0,2.0,5.0,DARKMOON_FAIRE,MINION,COMMON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
